Year,Month,County_City,Median_Sale_Value
2022, Aug,Southampton County,265000
2022, Aug,Spotsylvania County,425000
2022, Aug,Stafford County,490000
2022, Aug,Staunton City,225000
2022, Aug,Suffolk City,365000
2022, Aug,Surry County,238113.5
2022, Aug,Sussex County,254424
2022, Aug,Tazewell County,156150
2022, Aug,Virginia Beach City,330000
2022, Aug,Warren County,350250
2022, Aug,Washington County,313850
2022, Aug,Waynesboro City,250000
2022, Aug,Westmoreland County,310000
2022, Aug,Williamsburg City,326400
2022, Aug,Winchester City,317250
2022, Aug,Wise County,142000
2022, Aug,Wythe County,170000
2022, Aug,York County,369500
2022, Sep,Accomack County,220000
2022, Sep,Albemarle County,447000
2022, Sep,Alexandria City,486500
2022, Sep,Alleghany County,92450
2022, Sep,Amelia County,400000
2022, Sep,Amherst County,206250
2022, Sep,Appomattox County,279950
2022, Sep,Arlington County,565000
2022, Sep,Augusta County,310000
2022, Sep,Bath County,254275
2022, Sep,Bedford County,359950
2022, Sep,Bland County,156000
2022, Sep,Botetourt County,325000
2022, Sep,Bristol City,155000
2022, Sep,Brunswick County,150000
2022, Sep,Buchanan County,76000
2022, Sep,Buckingham County,252000
2022, Sep,Buena Vista City,185000
2022, Sep,Campbell County,255000
2022, Sep,Caroline County,303360
2022, Sep,Carroll County,220000
2022, Sep,Charles City County,56750
2022, Sep,Charlotte County,156250
2022, Sep,Charlottesville City,375000
2022, Sep,Chesapeake City,360000
2022, Sep,Chesterfield County,371500
2022, Sep,Clarke County,580000
2022, Sep,Colonial Heights City,238500
2022, Sep,Covington City,66500
2022, Sep,Craig County,179885
2022, Sep,Culpeper County,425000
2022, Sep,Cumberland County,292500
2022, Sep,Danville City,163500
2022, Sep,Dickenson County,N/A
2022, Sep,Dinwiddie County,295000
2022, Sep,Emporia City,N/A
2022, Sep,Essex County,265000
2022, Sep,Fairfax City,660000
2022, Sep,Fairfax County,631250
2022, Sep,Falls Church City,960000
2022, Sep,Fauquier County,486500
2022, Sep,Floyd County,237000
2022, Sep,Fluvanna County,335000
2022, Sep,Franklin City,256500
2022, Sep,Franklin County,379950
2022, Sep,Frederick County,390000
2022, Sep,Fredericksburg City,400000
2022, Sep,Galax City,162000
2022, Sep,Giles County,180500
2022, Sep,Gloucester County,327485
2022, Sep,Goochland County,567980
2022, Sep,Grayson County,206000
2022, Sep,Greene County,331475
2022, Sep,Greensville County,125500
2022, Sep,Halifax County,165000
2022, Sep,Hampton City,255000
2022, Sep,Hanover County,423250
2022, Sep,Harrisonburg City,242500
2022, Sep,Henrico County,349975
2022, Sep,Henry County,147500
2022, Sep,Highland County,455000
2022, Sep,Hopewell City,204000
2022, Sep,Isle of Wight County,420000
2022, Sep,James City County,386000
2022, Sep,King and Queen County,200000
2022, Sep,King George County,475545.5
2022, Sep,King William County,304975
2022, Sep,Lancaster County,447550
2022, Sep,Lee County,87600
2022, Sep,Lexington City,324000
2022, Sep,Loudoun County,639995
2022, Sep,Louisa County,399900
2022, Sep,Lunenburg County,174000
2022, Sep,Lynchburg City,232500
2022, Sep,Madison County,382450
2022, Sep,Manassas City,420000
2022, Sep,Manassas Park City,420000
2022, Sep,Martinsville City,135750
2022, Sep,Mathews County,464000
2022, Sep,Mecklenburg County,205000
2022, Sep,Middlesex County,331000
2022, Sep,Montgomery County,325000
2022, Sep,Nelson County,476103
2022, Sep,New Kent County,400000
2022, Sep,Newport News City,260500
2022, Sep,Norfolk City,275000
2022, Sep,Northampton County,275000
2022, Sep,Northumberland County,420000
2022, Sep,Norton City,N/A
2022, Sep,Nottoway County,140000
2022, Sep,Orange County,350000
2022, Sep,Page County,270000
2022, Sep,Patrick County,235000
2022, Sep,Petersburg City,165000
2022, Sep,Pittsylvania County,194500
2022, Sep,Poquoson City,390000
2022, Sep,Portsmouth City,245000
2022, Sep,Powhatan County,325000
2022, Sep,Prince Edward County,252000
2022, Sep,Prince George County,305000
2022, Sep,Prince William County,500000
2022, Sep,Pulaski County,185000
2022, Sep,Radford City,230000
2022, Sep,Rappahannock County,680000
2022, Sep,Richmond City,325500
2022, Sep,Richmond County,280000
2022, Sep,Roanoke City,201000
2022, Sep,Roanoke County,289950
2022, Sep,Rockbridge County,252250
2022, Sep,Rockingham County,308000
2022, Sep,Russell County,137200
2022, Sep,Salem City,214000
2022, Sep,Scott County,N/A
2022, Sep,Shenandoah County,295000
2022, Sep,Smyth County,135000
2022, Sep,Southampton County,263000
2022, Sep,Spotsylvania County,385000
2022, Sep,Stafford County,475000
2022, Sep,Staunton City,235000
2022, Sep,Suffolk City,363317.5
2022, Sep,Surry County,218900
2022, Sep,Sussex County,196500
2022, Sep,Tazewell County,135000
2022, Sep,Virginia Beach City,331000
2022, Sep,Warren County,350000
2022, Sep,Washington County,267500
2022, Sep,Waynesboro City,289900
2022, Sep,Westmoreland County,289950
2022, Sep,Williamsburg City,326000
2022, Sep,Winchester City,317000
2022, Sep,Wise County,N/A
2022, Sep,Wythe County,183000
2022, Sep,York County,N/A
2022, Oct,Accomack County,225000
2022, Oct,Albemarle County,456172
2022, Oct,Alexandria City,699000
2022, Oct,Alleghany County,129500
2022, Oct,Amelia County,305000
2022, Oct,Amherst County,207400
2022, Oct,Appomattox County,249000
2022, Oct,Arlington County,650000
2022, Oct,Augusta County,345000
2022, Oct,Bath County,230000
2022, Oct,Bedford County,325000
2022, Oct,Bland County,175000
2022, Oct,Botetourt County,308000
2022, Oct,Bristol City,211300
2022, Oct,Brunswick County,229000
2022, Oct,Buchanan County,192500
2022, Oct,Buckingham County,258000
2022, Oct,Buena Vista City,310000
2022, Oct,Campbell County,265000
2022, Oct,Caroline County,309000
2022, Oct,Carroll County,190000
2022, Oct,Charles City County,336249.5
2022, Oct,Charlotte County,219900
2022, Oct,Charlottesville City,400000
2022, Oct,Chesapeake City,376500
2022, Oct,Chesterfield County,374925
2022, Oct,Clarke County,522000
2022, Oct,Colonial Heights City,260000
2022, Oct,Covington City,93000
2022, Oct,Craig County,178450
2022, Oct,Culpeper County,435000
2022, Oct,Cumberland County,217299.5
2022, Oct,Danville City,150500
2022, Oct,Dickenson County,N/A
2022, Oct,Dinwiddie County,275000
2022, Oct,Emporia City,N/A
2022, Oct,Essex County,253700
2022, Oct,Fairfax City,722500
2022, Oct,Fairfax County,640000
2022, Oct,Falls Church City,925000
2022, Oct,Fauquier County,475000
2022, Oct,Floyd County,207400
2022, Oct,Fluvanna County,362940
2022, Oct,Franklin City,285000
2022, Oct,Franklin County,332500
2022, Oct,Frederick County,370000
2022, Oct,Fredericksburg City,425000
2022, Oct,Galax City,209960
2022, Oct,Giles County,172500
2022, Oct,Gloucester County,326487.5
2022, Oct,Goochland County,569160
2022, Oct,Grayson County,164000
2022, Oct,Greene County,364200
2022, Oct,Greensville County,225000
2022, Oct,Halifax County,219000
2022, Oct,Hampton City,250000
2022, Oct,Hanover County,390000
2022, Oct,Harrisonburg City,232000
2022, Oct,Henrico County,350200
2022, Oct,Henry County,164900
2022, Oct,Highland County,148200
2022, Oct,Hopewell City,177000
2022, Oct,Isle of Wight County,327495
2022, Oct,James City County,410000
2022, Oct,King and Queen County,216700
2022, Oct,King George County,422500
2022, Oct,King William County,320000
2022, Oct,Lancaster County,398450
2022, Oct,Lee County,N/A
2022, Oct,Lexington City,337400
2022, Oct,Loudoun County,655000
2022, Oct,Louisa County,356475
2022, Oct,Lunenburg County,160000
2022, Oct,Lynchburg City,216500
2022, Oct,Madison County,310000
2022, Oct,Manassas City,450000
2022, Oct,Manassas Park City,370250
2022, Oct,Martinsville City,145720
2022, Oct,Mathews County,428000
2022, Oct,Mecklenburg County,225500
2022, Oct,Middlesex County,403500
2022, Oct,Montgomery County,297000
2022, Oct,Nelson County,350000
2022, Oct,New Kent County,384050
2022, Oct,Newport News City,249500
2022, Oct,Norfolk City,276800
2022, Oct,Northampton County,385000
2022, Oct,Northumberland County,467500
2022, Oct,Norton City,385000
2022, Oct,Nottoway County,189500
2022, Oct,Orange County,382500
2022, Oct,Page County,236500
2022, Oct,Patrick County,235000
2022, Oct,Petersburg City,192900
2022, Oct,Pittsylvania County,165000
2022, Oct,Poquoson City,305000
2022, Oct,Portsmouth City,245000
2022, Oct,Powhatan County,357475
2022, Oct,Prince Edward County,253950
2022, Oct,Prince George County,344000
2022, Oct,Prince William County,484995
2022, Oct,Pulaski County,185000
2022, Oct,Radford City,244900
2022, Oct,Rappahannock County,375000
2022, Oct,Richmond City,341250
2022, Oct,Richmond County,284500
2022, Oct,Roanoke City,185000
2022, Oct,Roanoke County,295000
2022, Oct,Rockbridge County,348175
2022, Oct,Rockingham County,321000
2022, Oct,Russell County,202516
2022, Oct,Salem City,277500
2022, Oct,Scott County,N/A
2022, Oct,Shenandoah County,285000
2022, Oct,Smyth County,144825
2022, Oct,Southampton County,227500
2022, Oct,Spotsylvania County,412000
2022, Oct,Stafford County,480000
2022, Oct,Staunton City,257450
2022, Oct,Suffolk City,354900
2022, Oct,Surry County,258139.5
2022, Oct,Sussex County,192450
2022, Oct,Tazewell County,132500
2022, Oct,Virginia Beach City,329000
2022, Oct,Warren County,320000
2022, Oct,Washington County,259950
2022, Oct,Waynesboro City,300550
2022, Oct,Westmoreland County,310000
2022, Oct,Williamsburg City,391000
2022, Oct,Winchester City,299999
2022, Oct,Wise County,250000
2022, Oct,Wythe County,195000
2022, Oct,York County,338250
2022, Nov,Accomack County,310000
2022, Nov,Albemarle County,463000
2022, Nov,Alexandria City,525000
2022, Nov,Alleghany County,144500
2022, Nov,Amelia County,282450
2022, Nov,Amherst County,220000
2022, Nov,Appomattox County,293500
2022, Nov,Arlington County,575000
2022, Nov,Augusta County,325000
2022, Nov,Bath County,116000
2022, Nov,Bedford County,318400
2022, Nov,Bland County,187500
2022, Nov,Botetourt County,283388.5
2022, Nov,Bristol City,185250
2022, Nov,Brunswick County,109250
2022, Nov,Buchanan County,147000
2022, Nov,Buckingham County,193750
2022, Nov,Buena Vista City,191000
2022, Nov,Campbell County,290000
2022, Nov,Caroline County,289250
2022, Nov,Carroll County,256000
2022, Nov,Charles City County,255000
2022, Nov,Charlotte County,212000
2022, Nov,Charlottesville City,425750
2022, Nov,Chesapeake City,349000
2022, Nov,Chesterfield County,364950
2022, Nov,Clarke County,415000
2022, Nov,Colonial Heights City,211000
2022, Nov,Covington City,193200
2022, Nov,Craig County,209975
2022, Nov,Culpeper County,385000
2022, Nov,Cumberland County,131000
2022, Nov,Danville City,137450
2022, Nov,Dickenson County,N/A
2022, Nov,Dinwiddie County,241697.5
2022, Nov,Emporia City,N/A
2022, Nov,Essex County,180000
2022, Nov,Fairfax City,664900
2022, Nov,Fairfax County,625000
2022, Nov,Falls Church City,727010
2022, Nov,Fauquier County,462450
2022, Nov,Floyd County,274673
2022, Nov,Fluvanna County,336000
2022, Nov,Franklin City,205000
2022, Nov,Franklin County,309725
2022, Nov,Frederick County,391450
2022, Nov,Fredericksburg City,380112.5
2022, Nov,Galax City,123000
2022, Nov,Giles County,185000
2022, Nov,Gloucester County,334585
2022, Nov,Goochland County,539040
2022, Nov,Grayson County,265000
2022, Nov,Greene County,390000
2022, Nov,Greensville County,130000
2022, Nov,Halifax County,157000
2022, Nov,Hampton City,240000
2022, Nov,Hanover County,440000
2022, Nov,Harrisonburg City,261000
2022, Nov,Henrico County,362986
2022, Nov,Henry County,187450
2022, Nov,Highland County,258000
2022, Nov,Hopewell City,195400
2022, Nov,Isle of Wight County,358345
2022, Nov,James City County,448000
2022, Nov,King and Queen County,227500
2022, Nov,King George County,455035
2022, Nov,King William County,345000
2022, Nov,Lancaster County,370000
2022, Nov,Lee County,N/A
2022, Nov,Lexington City,335000
2022, Nov,Loudoun County,637500
2022, Nov,Louisa County,331625
2022, Nov,Lunenburg County,187000
2022, Nov,Lynchburg City,212250
2022, Nov,Madison County,360500
2022, Nov,Manassas City,428700
2022, Nov,Manassas Park City,390000
2022, Nov,Martinsville City,125700
2022, Nov,Mathews County,447500
2022, Nov,Mecklenburg County,130000
2022, Nov,Middlesex County,345500
2022, Nov,Montgomery County,310000
2022, Nov,Nelson County,286000
2022, Nov,New Kent County,378375
2022, Nov,Newport News City,250000
2022, Nov,Norfolk City,275975
2022, Nov,Northampton County,434800
2022, Nov,Northumberland County,305000
2022, Nov,Norton City,N/A
2022, Nov,Nottoway County,149500
2022, Nov,Orange County,320000
2022, Nov,Page County,230000
2022, Nov,Patrick County,252500
2022, Nov,Petersburg City,195000
2022, Nov,Pittsylvania County,192000
2022, Nov,Poquoson City,332500
2022, Nov,Portsmouth City,244500
2022, Nov,Powhatan County,370000
2022, Nov,Prince Edward County,240000
2022, Nov,Prince George County,330250
2022, Nov,Prince William County,493245
2022, Nov,Pulaski County,180950
2022, Nov,Radford City,207000
2022, Nov,Rappahannock County,865000
2022, Nov,Richmond City,340000
2022, Nov,Richmond County,210000
2022, Nov,Roanoke City,194975
2022, Nov,Roanoke County,305000
2022, Nov,Rockbridge County,310000
2022, Nov,Rockingham County,310525
2022, Nov,Russell County,117000
2022, Nov,Salem City,228500
2022, Nov,Scott County,385000
2022, Nov,Shenandoah County,280000
2022, Nov,Smyth County,168900
2022, Nov,Southampton County,292450
2022, Nov,Spotsylvania County,420000
2022, Nov,Stafford County,495000
2022, Nov,Staunton City,264500
2022, Nov,Suffolk City,359674
2022, Nov,Surry County,249000
2022, Nov,Sussex County,139900
2022, Nov,Tazewell County,155000
2022, Nov,Virginia Beach City,330000
2022, Nov,Warren County,335000
2022, Nov,Washington County,247500
2022, Nov,Waynesboro City,278750
2022, Nov,Westmoreland County,285000
2022, Nov,Williamsburg City,417115
2022, Nov,Winchester City,337500
2022, Nov,Wise County,N/A
2022, Nov,Wythe County,257500
2022, Nov,York County,348365
2022, Dec,Accomack County,208000
2022, Dec,Albemarle County,547459
2022, Dec,Alexandria City,560000
2022, Dec,Alleghany County,159500
2022, Dec,Amelia County,377500
2022, Dec,Amherst County,220000
2022, Dec,Appomattox County,264900
2022, Dec,Arlington County,529375
2022, Dec,Augusta County,328000
2022, Dec,Bath County,380000
2022, Dec,Bedford County,380000
2022, Dec,Bland County,N/A
2022, Dec,Botetourt County,400000
2022, Dec,Bristol City,117250
2022, Dec,Brunswick County,185000
2022, Dec,Buchanan County,89000
2022, Dec,Buckingham County,211700
2022, Dec,Buena Vista City,220000
2022, Dec,Campbell County,259900
2022, Dec,Caroline County,326000
2022, Dec,Carroll County,180000
2022, Dec,Charles City County,297500
2022, Dec,Charlotte County,140000
2022, Dec,Charlottesville City,468000
2022, Dec,Chesapeake City,362032.5
2022, Dec,Chesterfield County,351717.5
2022, Dec,Clarke County,500000
2022, Dec,Colonial Heights City,238500
2022, Dec,Covington City,179475
2022, Dec,Craig County,215000
2022, Dec,Culpeper County,452500
2022, Dec,Cumberland County,267500
2022, Dec,Danville City,109000
2022, Dec,Dickenson County,132900
2022, Dec,Dinwiddie County,249950
2022, Dec,Emporia City,N/A
2022, Dec,Essex County,189500
2022, Dec,Fairfax City,553410
2022, Dec,Fairfax County,610000
2022, Dec,Falls Church City,800000
2022, Dec,Fauquier County,459000
2022, Dec,Floyd County,274975
2022, Dec,Fluvanna County,359995
2022, Dec,Franklin City,257500
2022, Dec,Franklin County,327000
2022, Dec,Frederick County,379392.5
2022, Dec,Fredericksburg City,409900
2022, Dec,Galax City,205500
2022, Dec,Giles County,147500
2022, Dec,Gloucester County,324500
2022, Dec,Goochland County,551150
2022, Dec,Grayson County,500000
2022, Dec,Greene County,315000
2022, Dec,Greensville County,119000
2022, Dec,Halifax County,178500
2022, Dec,Hampton City,240000
2022, Dec,Hanover County,449500
2022, Dec,Harrisonburg City,277000
2022, Dec,Henrico County,329925
2022, Dec,Henry County,174000
2022, Dec,Highland County,309500
2022, Dec,Hopewell City,190000
2022, Dec,Isle of Wight County,366307.5
2022, Dec,James City County,400000
2022, Dec,King and Queen County,269000
2022, Dec,King George County,417500
2022, Dec,King William County,364052.5
2022, Dec,Lancaster County,637910
2022, Dec,Lee County,N/A
2022, Dec,Lexington City,322500
2022, Dec,Loudoun County,620000
2022, Dec,Louisa County,375000
2022, Dec,Lunenburg County,150000
2022, Dec,Lynchburg City,231000
2022, Dec,Madison County,425000
2022, Dec,Manassas City,399500
2022, Dec,Manassas Park City,365250
2022, Dec,Martinsville City,92500
2022, Dec,Mathews County,575000
2022, Dec,Mecklenburg County,345000
2022, Dec,Middlesex County,405000
2022, Dec,Montgomery County,305000
2022, Dec,Nelson County,390000
2022, Dec,New Kent County,353632.5
2022, Dec,Newport News City,245000
2022, Dec,Norfolk City,279950
2022, Dec,Northampton County,468912.5
2022, Dec,Northumberland County,356750
2022, Dec,Norton City,N/A
2022, Dec,Nottoway County,165000
2022, Dec,Orange County,305000
2022, Dec,Page County,237890
2022, Dec,Patrick County,226500
2022, Dec,Petersburg City,192500
2022, Dec,Pittsylvania County,178000
2022, Dec,Poquoson City,475000
2022, Dec,Portsmouth City,237450
2022, Dec,Powhatan County,413750
2022, Dec,Prince Edward County,200000
2022, Dec,Prince George County,348450
2022, Dec,Prince William County,459999.5
2022, Dec,Pulaski County,163000
2022, Dec,Radford City,266300
2022, Dec,Rappahannock County,650000
2022, Dec,Richmond City,321250
2022, Dec,Richmond County,194750
2022, Dec,Roanoke City,182500
2022, Dec,Roanoke County,275000
2022, Dec,Rockbridge County,300000
2022, Dec,Rockingham County,305950
2022, Dec,Russell County,147500
2022, Dec,Salem City,289975
2022, Dec,Scott County,N/A
2022, Dec,Shenandoah County,304500
2022, Dec,Smyth County,142000
2022, Dec,Southampton County,218500
2022, Dec,Spotsylvania County,403500
2022, Dec,Stafford County,490000
2022, Dec,Staunton City,275000
2022, Dec,Suffolk City,382619
2022, Dec,Surry County,266000
2022, Dec,Sussex County,274900
2022, Dec,Tazewell County,127500
2022, Dec,Virginia Beach City,340000
2022, Dec,Warren County,345000
2022, Dec,Washington County,241750
2022, Dec,Waynesboro City,279985
2022, Dec,Westmoreland County,279000
2022, Dec,Williamsburg City,299000
2022, Dec,Winchester City,377000
2022, Dec,Wise County,189000
2022, Dec,Wythe County,196200
2022, Dec,York County,420970
2023, Jan,Accomack County,280000
2023, Jan,Albemarle County,450000
2023, Jan,Alexandria City,570000
2023, Jan,Alleghany County,110000
2023, Jan,Amelia County,275000
2023, Jan,Amherst County,254750
2023, Jan,Appomattox County,266000
2023, Jan,Arlington County,636500
2023, Jan,Augusta County,329450
2023, Jan,Bath County,223750
2023, Jan,Bedford County,356725
2023, Jan,Bland County,220000
2023, Jan,Botetourt County,301475
2023, Jan,Bristol City,187450
2023, Jan,Brunswick County,106600
2023, Jan,Buchanan County,138000
2023, Jan,Buckingham County,279900
2023, Jan,Buena Vista City,58925
2023, Jan,Campbell County,226500
2023, Jan,Caroline County,373000
2023, Jan,Carroll County,175000
2023, Jan,Charles City County,N/A
2023, Jan,Charlotte County,260000
2023, Jan,Charlottesville City,425000
2023, Jan,Chesapeake City,340000
2023, Jan,Chesterfield County,360000
2023, Jan,Clarke County,437245
2023, Jan,Colonial Heights City,242500
2023, Jan,Covington City,187500
2023, Jan,Craig County,291000
2023, Jan,Culpeper County,415000
2023, Jan,Cumberland County,262500
2023, Jan,Danville City,150600
2023, Jan,Dickenson County,N/A
2023, Jan,Dinwiddie County,250000
2023, Jan,Emporia City,N/A
2023, Jan,Essex County,211750
2023, Jan,Fairfax City,584900
2023, Jan,Fairfax County,610000
2023, Jan,Falls Church City,757000
2023, Jan,Fauquier County,523000
2023, Jan,Floyd County,316000
2023, Jan,Fluvanna County,305000
2023, Jan,Franklin City,56000
2023, Jan,Franklin County,320000
2023, Jan,Frederick County,355450
2023, Jan,Fredericksburg City,397500
2023, Jan,Galax City,160000
2023, Jan,Giles County,125000
2023, Jan,Gloucester County,300000
2023, Jan,Goochland County,549935
2023, Jan,Grayson County,140000
2023, Jan,Greene County,430000
2023, Jan,Greensville County,N/A
2023, Jan,Halifax County,285500
2023, Jan,Hampton City,250000
2023, Jan,Hanover County,425000
2023, Jan,Harrisonburg City,249500
2023, Jan,Henrico County,315000
2023, Jan,Henry County,136000
2023, Jan,Highland County,43000
2023, Jan,Hopewell City,180000
2023, Jan,Isle of Wight County,310000
2023, Jan,James City County,449900
2023, Jan,King and Queen County,368400
2023, Jan,King George County,400000
2023, Jan,King William County,315000
2023, Jan,Lancaster County,259000
2023, Jan,Lee County,N/A
2023, Jan,Lexington City,257000
2023, Jan,Loudoun County,658456.5
2023, Jan,Louisa County,354950
2023, Jan,Lunenburg County,85000
2023, Jan,Lynchburg City,215000
2023, Jan,Madison County,310000
2023, Jan,Manassas City,400000
2023, Jan,Manassas Park City,403950
2023, Jan,Martinsville City,124000
2023, Jan,Mathews County,290000
2023, Jan,Mecklenburg County,166500
2023, Jan,Middlesex County,472500
2023, Jan,Montgomery County,302000
2023, Jan,Nelson County,385000
2023, Jan,New Kent County,359000
2023, Jan,Newport News City,235000
2023, Jan,Norfolk City,270000
2023, Jan,Northampton County,384950
2023, Jan,Northumberland County,285000
2023, Jan,Norton City,N/A
2023, Jan,Nottoway County,163000
2023, Jan,Orange County,382500
2023, Jan,Page County,247500
2023, Jan,Patrick County,192000
2023, Jan,Petersburg City,180500
2023, Jan,Pittsylvania County,181000
2023, Jan,Poquoson City,440000
2023, Jan,Portsmouth City,240000
2023, Jan,Powhatan County,413600
2023, Jan,Prince Edward County,226000
2023, Jan,Prince George County,341900
2023, Jan,Prince William County,474999
2023, Jan,Pulaski County,229250
2023, Jan,Radford City,241000
2023, Jan,Rappahannock County,531751
2023, Jan,Richmond City,280000
2023, Jan,Richmond County,262500
2023, Jan,Roanoke City,205000
2023, Jan,Roanoke County,295000
2023, Jan,Rockbridge County,239000
2023, Jan,Rockingham County,311500
2023, Jan,Russell County,245000
2023, Jan,Salem City,272000
2023, Jan,Scott County,N/A
2023, Jan,Shenandoah County,277450
2023, Jan,Smyth County,154900
2023, Jan,Southampton County,290000
2023, Jan,Spotsylvania County,420000
2023, Jan,Stafford County,462450
2023, Jan,Staunton City,264900
2023, Jan,Suffolk City,315000
2023, Jan,Surry County,292500
2023, Jan,Sussex County,187450
2023, Jan,Tazewell County,142500
2023, Jan,Virginia Beach City,330000
2023, Jan,Warren County,298700
2023, Jan,Washington County,217000
2023, Jan,Waynesboro City,257500
2023, Jan,Westmoreland County,268950
2023, Jan,Williamsburg City,315000
2023, Jan,Winchester City,299950
2023, Jan,Wise County,N/A
2023, Jan,Wythe County,182250
2023, Jan,York County,415000
2023, Feb,Accomack County,294750
2023, Feb,Albemarle County,455649
2023, Feb,Alexandria City,557000
2023, Feb,Alleghany County,121500
2023, Feb,Amelia County,282000
2023, Feb,Amherst County,250000
2023, Feb,Appomattox County,293750
2023, Feb,Arlington County,624500
2023, Feb,Augusta County,295000
2023, Feb,Bath County,215000
2023, Feb,Bedford County,313475
2023, Feb,Bland County,187000
2023, Feb,Botetourt County,252000
2023, Feb,Bristol City,344900
2023, Feb,Brunswick County,159500
2023, Feb,Buchanan County,72500
2023, Feb,Buckingham County,190000
2023, Feb,Buena Vista City,136750
2023, Feb,Campbell County,277450
2023, Feb,Caroline County,337450
2023, Feb,Carroll County,177110
2023, Feb,Charles City County,250000
2023, Feb,Charlotte County,157200
2023, Feb,Charlottesville City,354500
2023, Feb,Chesapeake City,360400
2023, Feb,Chesterfield County,385000
2023, Feb,Clarke County,551137.5
2023, Feb,Colonial Heights City,265000
2023, Feb,Covington City,85450
2023, Feb,Craig County,245000
2023, Feb,Culpeper County,515000
2023, Feb,Cumberland County,272000
2023, Feb,Danville City,161500
2023, Feb,Dickenson County,65000
2023, Feb,Dinwiddie County,255000
2023, Feb,Emporia City,219000
2023, Feb,Essex County,270000
2023, Feb,Fairfax City,585000
2023, Feb,Fairfax County,617250
2023, Feb,Falls Church City,661750
2023, Feb,Fauquier County,465000
2023, Feb,Floyd County,250000
2023, Feb,Fluvanna County,319250
2023, Feb,Franklin City,336495
2023, Feb,Franklin County,382500
2023, Feb,Frederick County,392500
2023, Feb,Fredericksburg City,462500
2023, Feb,Galax City,179750
2023, Feb,Giles County,238500
2023, Feb,Gloucester County,293500
2023, Feb,Goochland County,572915
2023, Feb,Grayson County,95000
2023, Feb,Greene County,399950
2023, Feb,Greensville County,N/A
2023, Feb,Halifax County,210000
2023, Feb,Hampton City,241500
2023, Feb,Hanover County,450000
2023, Feb,Harrisonburg City,264500
2023, Feb,Henrico County,325000
2023, Feb,Henry County,141000
2023, Feb,Highland County,208250
2023, Feb,Hopewell City,220000
2023, Feb,Isle of Wight County,375000
2023, Feb,James City County,410000
2023, Feb,King and Queen County,235000
2023, Feb,King George County,444500
2023, Feb,King William County,314999.5
2023, Feb,Lancaster County,360000
2023, Feb,Lee County,N/A
2023, Feb,Lexington City,289000
2023, Feb,Loudoun County,630000
2023, Feb,Louisa County,385745
2023, Feb,Lunenburg County,178777
2023, Feb,Lynchburg City,214500
2023, Feb,Madison County,354500
2023, Feb,Manassas City,430000
2023, Feb,Manassas Park City,449900
2023, Feb,Martinsville City,92000
2023, Feb,Mathews County,232450
2023, Feb,Mecklenburg County,115000
2023, Feb,Middlesex County,249000
2023, Feb,Montgomery County,257250
2023, Feb,Nelson County,362450
2023, Feb,New Kent County,385654
2023, Feb,Newport News City,250000
2023, Feb,Norfolk City,286500
2023, Feb,Northampton County,255000
2023, Feb,Northumberland County,345000
2023, Feb,Norton City,N/A
2023, Feb,Nottoway County,91950
2023, Feb,Orange County,370000
2023, Feb,Page County,236500
2023, Feb,Patrick County,82500
2023, Feb,Petersburg City,177000
2023, Feb,Pittsylvania County,212650
2023, Feb,Poquoson City,425000
2023, Feb,Portsmouth City,235000
2023, Feb,Powhatan County,459000
2023, Feb,Prince Edward County,149200
2023, Feb,Prince George County,333900
2023, Feb,Prince William County,503000
2023, Feb,Pulaski County,225000
2023, Feb,Radford City,329000
2023, Feb,Rappahannock County,809900
2023, Feb,Richmond City,323323
2023, Feb,Richmond County,N/A
2023, Feb,Roanoke City,189500
2023, Feb,Roanoke County,287500
2023, Feb,Rockbridge County,267000
2023, Feb,Rockingham County,312500
2023, Feb,Russell County,153000
2023, Feb,Salem City,195000
2023, Feb,Scott County,N/A
2023, Feb,Shenandoah County,303000
2023, Feb,Smyth County,167450
2023, Feb,Southampton County,241500
2023, Feb,Spotsylvania County,411375
2023, Feb,Stafford County,498745
2023, Feb,Staunton City,254500
2023, Feb,Suffolk City,369000
2023, Feb,Surry County,341000
2023, Feb,Sussex County,121800
2023, Feb,Tazewell County,122750
2023, Feb,Virginia Beach City,330000
2023, Feb,Warren County,326500
2023, Feb,Washington County,297500
2023, Feb,Waynesboro City,296000
2023, Feb,Westmoreland County,309450
2023, Feb,Williamsburg City,385000
2023, Feb,Winchester City,325000
2023, Feb,Wise County,N/A
2023, Feb,Wythe County,170950
2023, Feb,York County,385492.5
2023, Mar,Accomack County,299999
2023, Mar,Albemarle County,465225
2023, Mar,Alexandria City,665000
2023, Mar,Alleghany County,83950
2023, Mar,Amelia County,292500
2023, Mar,Amherst County,276725
2023, Mar,Appomattox County,261900
2023, Mar,Arlington County,650000
2023, Mar,Augusta County,330000
2023, Mar,Bath County,431500
2023, Mar,Bedford County,329000
2023, Mar,Bland County,255000
2023, Mar,Botetourt County,358000
2023, Mar,Bristol City,199000
2023, Mar,Brunswick County,177000
2023, Mar,Buchanan County,50000
2023, Mar,Buckingham County,320000
2023, Mar,Buena Vista City,122250
2023, Mar,Campbell County,313500
2023, Mar,Caroline County,340375
2023, Mar,Carroll County,172000
2023, Mar,Charles City County,288750.5
2023, Mar,Charlotte County,195000
2023, Mar,Charlottesville City,350000
2023, Mar,Chesapeake City,373800
2023, Mar,Chesterfield County,365000
2023, Mar,Clarke County,554995
2023, Mar,Colonial Heights City,259950
